Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,sample,mean,std,Z-score
bin_103,Rhizobiales,bin.103_02599,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_225_length_4883_cov_7.256554_3,0.003144727,65.03049422,951,bin_103,0.004432167,0.003359567,-0.38321613
bin_91,Gemmatimonadetes,bin.91_00191,PF02540,NAD synthase,IPR022310,NAD/GMP synthase,-,NODE_1378_length_58198_cov_25.705622_41,0.003133199,72.98688047,2058,bin_91,0.004432167,0.003359567,-0.386647524
bin_91,Gemmatimonadetes,bin.91_00191,PF00795,Carbon-nitrogen hydrolase,IPR003010,Carbon-nitrogen hydrolase,GO:0006807,NODE_1378_length_58198_cov_25.705622_41,0.003133199,72.98688047,2058,bin_91,0.004432167,0.003359567,-0.386647524
bin_175,Nitriliruptorales,bin.175_02077,PF07690,Major Facilitator Superfamily,IPR011701,Major facilitator superfamily,GO:0022857|GO:0055085,NODE_6835_length_23792_cov_73.030796_9,0.003133006,159.1693002,1329,bin_175,0.004432167,0.003359567,-0.386704972
bin_175,Nitriliruptorales,bin.175_02077,PF07690,Major Facilitator Superfamily,IPR011701,Major facilitator superfamily,GO:0022857|GO:0055085,NODE_6835_length_23792_cov_73.030796_9,0.003133006,159.1693002,1329,bin_175,0.004432167,0.003359567,-0.386704972
bin_60,Sphingomonadales,bin.60_00097,PF00291,Pyridoxal-phosphate dependent enzyme,IPR001926,Pyridoxal-phosphate dependent enzyme,-,NODE_1895_length_49874_cov_11.595937_49,0.003131589,38.12489927,1241,bin_60,0.004432167,0.003359567,-0.387126753
bin_221,Rhizobiales,bin.221_03476,PF01740,STAS domain,IPR002645,STAS domain,-,NODE_23379_length_10799_cov_10.586932_13,0.003128179,32.99597701,1740,bin_221,0.004432167,0.003359567,-0.388141764
bin_221,Rhizobiales,bin.221_03476,PF00916,Sulfate permease family,IPR011547,SLC26A/SulP transporter domain,GO:0008272|GO:0015116|GO:0016021,NODE_23379_length_10799_cov_10.586932_13,0.003128179,32.99597701,1740,bin_221,0.004432167,0.003359567,-0.388141764
bin_49,Thalassobaculales,bin.49_02385,PF01039,Carboxyl transferase domain,IPR034733,Acetyl-CoA carboxylase,-,NODE_37538_length_7927_cov_5.193343_4,0.003127479,19.61286089,1524,bin_49,0.004432167,0.003359567,-0.388350124
bin_132,Acidimicrobiales,bin.132_01236,PF07884,Vitamin K epoxide reductase family,IPR012932,Vitamin K epoxide reductase,-,NODE_2011_length_48448_cov_15.297605_2,0.003116916,56.38735818,617,bin_132,0.004432167,0.003359567,-0.39149428
bin_158,Rhizobiales,bin.158_02232,PF00205,"Thiamine pyrophosphate enzyme, central domain",IPR012000,"Thiamine pyrophosphate enzyme, central domain",GO:0000287|GO:0030976,NODE_3875_length_33645_cov_46.776779_22,0.003110803,91.62183908,1740,bin_158,0.004432167,0.003359567,-0.393313859
bin_158,Rhizobiales,bin.158_02232,PF02775,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",IPR011766,"Thiamine pyrophosphate enzyme, C-terminal TPP-binding",GO:0003824|GO:0030976,NODE_3875_length_33645_cov_46.776779_22,0.003110803,91.62183908,1740,bin_158,0.004432167,0.003359567,-0.393313859
bin_158,Rhizobiales,bin.158_02232,PF02776,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",IPR012001,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain",GO:0030976,NODE_3875_length_33645_cov_46.776779_22,0.003110803,91.62183908,1740,bin_158,0.004432167,0.003359567,-0.393313859
bin_19,J058,bin.19_02243,PF01039,Carboxyl transferase domain,IPR034733,Acetyl-CoA carboxylase,-,NODE_5398_length_27449_cov_9.058991_7,0.003107902,26.97649969,1617,bin_19,0.004432167,0.003359567,-0.394177363
bin_79,Gammaproteobacteria,bin.79_02099,PF00164,Ribosomal protein S12/S23,IPR006032,Ribosomal protein S12/S23,GO:0003735|GO:0005840|GO:0006412,NODE_13551_length_15414_cov_43.889316_4,0.003107836,94.80266667,375,bin_79,0.004432167,0.003359567,-0.394197009
bin_164,Gammaproteobacteria,bin.164_01754,PF03713,Domain of unknown function (DUF305),IPR005183,Domain of unknown function DUF305,-,NODE_240_length_2625_cov_5.007849_2,0.003107239,29.17324561,456,bin_164,0.004432167,0.003359567,-0.39437471
bin_158,Rhizobiales,bin.158_01417,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_1301_length_59973_cov_42.949047_2,0.003105893,61.87173913,920,bin_158,0.004432167,0.003359567,-0.394775357
bin_158,Rhizobiales,bin.158_00909,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_635_length_84075_cov_42.976863_48,0.003097161,103.3716814,339,bin_158,0.004432167,0.003359567,-0.397374501
bin_210,Euzebyales,bin.210_01625,PF12697,Alpha/beta hydrolase family,IPR000073,Alpha/beta hydrolase fold-1,-,NODE_2260_length_45458_cov_32.999626_8,0.00309474,146.5169082,828,bin_210,0.004432167,0.003359567,-0.39809513
bin_180,Rhodobacterales,bin.180_02051,PF00141,Peroxidase,IPR002016,Haem peroxidase,GO:0004601|GO:0006979|GO:0020037,NODE_2970_length_39290_cov_81.313139_25,0.003092012,218.5325148,2199,bin_180,0.004432167,0.003359567,-0.398907139
bin_180,Rhodobacterales,bin.180_02051,PF00141,Peroxidase,IPR002016,Haem peroxidase,GO:0004601|GO:0006979|GO:0020037,NODE_2970_length_39290_cov_81.313139_25,0.003092012,218.5325148,2199,bin_180,0.004432167,0.003359567,-0.398907139
bin_12,Propionibacteriales,bin.12_01537,PF01497,Periplasmic binding protein,IPR002491,ABC transporter periplasmic binding domain,-,NODE_8362_length_20988_cov_12.814265_16,0.00308728,36.31384615,975,bin_12,0.004432167,0.003359567,-0.400315654
bin_36,Nitriliruptorales,bin.36_01017,PF08352,"Oligopeptide/dipeptide transporter, C-terminal region",IPR013563,"Oligopeptide/dipeptide ABC transporter, C-terminal",GO:0000166|GO:0005524|GO:0015833,NODE_886_length_72591_cov_210.086840_64,0.003084889,533.3495146,1030,bin_36,0.004432167,0.003359567,-0.401027353
bin_36,Nitriliruptorales,bin.36_01017,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_886_length_72591_cov_210.086840_64,0.003084889,533.3495146,1030,bin_36,0.004432167,0.003359567,-0.401027353
bin_115,Nitriliruptorales,bin.115_02442,PF00510,Cytochrome c oxidase subunit III,IPR000298,Cytochrome c oxidase subunit III-like,GO:0004129|GO:0016020,NODE_42_length_30917_cov_32.526618_16,0.00308311,246.1198686,609,bin_115,0.004432167,0.003359567,-0.401556885
bin_227,Acidimicrobiales,bin.227_02557,PF13520,Amino acid permease,IPR002293,Amino acid/polyamine transporter I,GO:0016020|GO:0022857|GO:0055085,NODE_2566_length_42847_cov_18.591653_18,0.003079267,41.45605701,1263,bin_227,0.004432167,0.003359567,-0.402700783
bin_227,Acidimicrobiales,bin.227_02557,PF13520,Amino acid permease,IPR002293,Amino acid/polyamine transporter I,GO:0016020|GO:0022857|GO:0055085,NODE_2566_length_42847_cov_18.591653_18,0.003079267,41.45605701,1263,bin_227,0.004432167,0.003359567,-0.402700783
bin_227,Acidimicrobiales,bin.227_02557,PF13520,Amino acid permease,IPR002293,Amino acid/polyamine transporter I,GO:0016020|GO:0022857|GO:0055085,NODE_2566_length_42847_cov_18.591653_18,0.003079267,41.45605701,1263,bin_227,0.004432167,0.003359567,-0.402700783
bin_227,Acidimicrobiales,bin.227_02557,PF13520,Amino acid permease,IPR002293,Amino acid/polyamine transporter I,GO:0016020|GO:0022857|GO:0055085,NODE_2566_length_42847_cov_18.591653_18,0.003079267,41.45605701,1263,bin_227,0.004432167,0.003359567,-0.402700783
bin_65,Pseudomonadales,bin.65_03422,PF07362,Post-segregation antitoxin CcdA,IPR009956,Post-segregation antitoxin CcdA,-,NODE_28069_length_9562_cov_1362.497844_9,0.003078029,2445.065306,245,bin_65,0.004432167,0.003359567,-0.403069283
bin_74,Pseudomonadales,bin.74_01654,PF00486,"Transcriptional regulatory protein, C terminal",IPR001867,OmpR/PhoB-type DNA-binding domain,GO:0000160|GO:0003677|GO:0006355,NODE_3040_length_38674_cov_58.341335_23,0.003075432,134.5707831,664,bin_74,0.004432167,0.003359567,-0.403842299
bin_74,Pseudomonadales,bin.74_01654,PF00072,Response regulator receiver domain,IPR001789,"Signal transduction response regulator, receiver domain",GO:0000160,NODE_3040_length_38674_cov_58.341335_23,0.003075432,134.5707831,664,bin_74,0.004432167,0.003359567,-0.403842299
bin_23,Nitriliruptorales,bin.23_00200,PF00072,Response regulator receiver domain,IPR001789,"Signal transduction response regulator, receiver domain",GO:0000160,NODE_4_length_63310_cov_60.222423_22,0.003066608,381.8495575,678,bin_23,0.004432167,0.003359567,-0.406468828
bin_23,Nitriliruptorales,bin.23_00200,PF00196,"Bacterial regulatory proteins, luxR family",IPR000792,"Transcription regulator LuxR, C-terminal",GO:0006355,NODE_4_length_63310_cov_60.222423_22,0.003066608,381.8495575,678,bin_23,0.004432167,0.003359567,-0.406468828
bin_80,Rhodobacterales,bin.80_01341,PF05853,beta-keto acid cleavage enzyme,IPR008567,3-keto-5-aminohexanoate cleavage enzyme,GO:0016740|GO:0019475,NODE_19467_length_12165_cov_5.484889_12,0.003060776,15.95582822,815,bin_80,0.004432167,0.003359567,-0.408204766
bin_221,Rhizobiales,bin.221_01849,PF06243,Phenylacetic acid degradation B,IPR009359,Phenylacetic acid degradation B,-,NODE_4602_length_30330_cov_8.607630_2,0.00305461,22.77464789,284,bin_221,0.004432167,0.003359567,-0.410040121
bin_62,Pseudomonadales,bin.62_02357,PF01475,Ferric uptake regulator family,IPR002481,Ferric-uptake regulator,GO:0003700|GO:0006355,NODE_509183_length_1659_cov_3.519950_2,0.003050271,11.44767442,344,bin_62,0.004432167,0.003359567,-0.411331657
bin_4,Euzebyales,bin.4_00953,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_1824_length_50764_cov_9.694315_13,0.003045498,37.31325301,498,bin_4,0.004432167,0.003359567,-0.412752375
bin_133,Mycobacteriales,bin.133_02251,PF13506,Glycosyl transferase family 21,IPR025993,Ceramide glucosyltransferase,GO:0016757,NODE_4684_length_30024_cov_10.981881_16,0.003041902,32.35613464,921,bin_133,0.004432167,0.003359567,-0.413822751
bin_74,Pseudomonadales,bin.74_02447,PF00122,E1-E2 ATPase,-,-,,NODE_6787_length_23915_cov_57.791031_20,0.003036292,113.3163399,2295,bin_74,0.004432167,0.003359567,-0.415492609
bin_74,Pseudomonadales,bin.74_02447,PF00702,haloacid dehalogenase-like hydrolase,-,-,,NODE_6787_length_23915_cov_57.791031_20,0.003036292,113.3163399,2295,bin_74,0.004432167,0.003359567,-0.415492609
bin_74,Pseudomonadales,bin.74_02447,PF04945,YHS domain,IPR007029,YHS domain,-,NODE_6787_length_23915_cov_57.791031_20,0.003036292,113.3163399,2295,bin_74,0.004432167,0.003359567,-0.415492609
bin_217,Nitrosococcales,bin.217_00080,PF01058,"NADH ubiquinone oxidoreductase, 20 Kd subunit",IPR006137,"NADH:ubiquinone oxidoreductase-like, 20kDa subunit",GO:0051536,NODE_59_length_248174_cov_21.952462_80,0.003035932,39.5885947,491,bin_217,0.004432167,0.003359567,-0.415599766
bin_214,Caulobacterales,bin.214_00083,PF01144,Coenzyme A transferase,IPR004165,Coenzyme A transferase family I,GO:0008410,NODE_260_length_127645_cov_14.649980_84,0.003031704,38.40141844,705,bin_214,0.004432167,0.003359567,-0.416858261
bin_21,Pseudomonadales,bin.21_03262,PF01022,"Bacterial regulatory protein, arsR family",IPR001845,HTH ArsR-type DNA-binding domain,GO:0003700|GO:0006355,NODE_20124_length_11898_cov_11.402263_4,0.003031531,26.13813814,333,bin_21,0.004432167,0.003359567,-0.416909756
bin_62,Pseudomonadales,bin.62_02091,PF02405,Permease MlaE,IPR030802,ABC transporter permease MalE,GO:0043190,NODE_426291_length_1846_cov_3.384701_2,0.003027958,12.72382671,554,bin_62,0.004432167,0.003359567,-0.417973286
bin_28,Acidimicrobiales,bin.28_01920,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_11478_length_17126_cov_12.677465_1,0.003020067,29.48772227,1181,bin_28,0.004432167,0.003359567,-0.420322101
bin_28,Acidimicrobiales,bin.28_01920,PF13823,Alcohol dehydrogenase GroES-associated,IPR027399,Alcohol dehydrogenase GroES-associated,-,NODE_11478_length_17126_cov_12.677465_1,0.003020067,29.48772227,1181,bin_28,0.004432167,0.003359567,-0.420322101
bin_28,Acidimicrobiales,bin.28_01920,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_11478_length_17126_cov_12.677465_1,0.003020067,29.48772227,1181,bin_28,0.004432167,0.003359567,-0.420322101
bin_226,Kiloniellales,bin.226_02340,PF02310,B12 binding domain,IPR006158,Cobalamin (vitamin B12)-binding domain,GO:0031419|GO:0046872,NODE_8767_length_20374_cov_9.215709_17,0.003019769,26.29344729,702,bin_226,0.004432167,0.003359567,-0.420410803
bin_226,Kiloniellales,bin.226_02340,PF02607,B12 binding domain,IPR003759,"Cobalamin (vitamin B12)-binding module, cap domain",-,NODE_8767_length_20374_cov_9.215709_17,0.003019769,26.29344729,702,bin_226,0.004432167,0.003359567,-0.420410803
bin_49,Thalassobaculales,bin.49_00896,PF00171,Aldehyde dehydrogenase family,IPR015590,Aldehyde dehydrogenase domain,GO:0016491,NODE_12709_length_16078_cov_7.410285_7,0.003016288,19.84436364,1375,bin_49,0.004432167,0.003359567,-0.421446948
bin_221,Rhizobiales,bin.221_03868,PF13378,Enolase C-terminal domain-like,IPR029065,Enolase C-terminal domain-like,-,NODE_44606_length_7107_cov_8.561401_2,0.00301503,29.35646958,1167,bin_221,0.004432167,0.003359567,-0.421821401
bin_221,Rhizobiales,bin.221_03868,PF02746,"Mandelate racemase / muconate lactonizing enzyme, N-terminal domain",IPR013341,"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain",-,NODE_44606_length_7107_cov_8.561401_2,0.00301503,29.35646958,1167,bin_221,0.004432167,0.003359567,-0.421821401
bin_48,Rhodobacterales,bin.48_03636,PF00334,Nucleoside diphosphate kinase,IPR034907,Nucleoside diphosphate kinase-like domain,-,NODE_102831_length_4298_cov_5.651897_5,0.003007899,17.78708134,418,bin_48,0.004432167,0.003359567,-0.423943996
bin_48,Rhodobacterales,bin.48_00309,PF03524,Conjugal transfer protein,IPR010258,"Conjugal transfer, TrbG/VirB9/CagX",-,NODE_156_length_160269_cov_9.286373_139,0.00300749,21.07538168,1048,bin_48,0.004432167,0.003359567,-0.424065738
bin_48,Rhodobacterales,bin.48_03651,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_121665_length_3892_cov_5.720876_3,0.003007033,14.79761905,336,bin_48,0.004432167,0.003359567,-0.424201767
bin_221,Rhizobiales,bin.221_00759,PF00290,Tryptophan synthase alpha chain,IPR002028,"Tryptophan synthase, alpha chain",GO:0004834|GO:0006568,NODE_1651_length_53595_cov_9.574150_34,0.003002742,30.97526502,849,bin_221,0.004432167,0.003359567,-0.425479015
bin_74,Pseudomonadales,bin.74_00769,PF03916,"Polysulphide reductase, NrfD",IPR005614,NrfD family,-,NODE_1074_length_65913_cov_66.401197_52,0.003000364,154.3,1360,bin_74,0.004432167,0.003359567,-0.426186844
bin_170,Solirubrobacterales,bin.170_00823,PF13247,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_1258_length_61192_cov_8.381749_13,0.002997283,30.87246722,839,bin_170,0.004432167,0.003359567,-0.427103927
bin_170,Solirubrobacterales,bin.170_00823,PF12800,4Fe-4S binding domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_1258_length_61192_cov_8.381749_13,0.002997283,30.87246722,839,bin_170,0.004432167,0.003359567,-0.427103927
bin_39,Mycobacteriales,bin.39_03205,PF13247,4Fe-4S dicluster domain,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",-,NODE_6860_length_23754_cov_26.135111_7,0.002996713,64.25116279,860,bin_39,0.004432167,0.003359567,-0.427273591
bin_180,Rhodobacterales,bin.180_00415,PF00753,Metallo-beta-lactamase superfamily,IPR001279,Metallo-beta-lactamase,-,NODE_640_length_83914_cov_77.254022_63,0.002994937,132.7981073,951,bin_180,0.004432167,0.003359567,-0.427802231
bin_133,Mycobacteriales,bin.133_00930,PF06751,Ethanolamine ammonia lyase large subunit (EutB),IPR010628,Ethanolamine ammonia lyase large subunit,GO:0006520|GO:0008851,NODE_1412_length_57397_cov_12.437376_39,0.002989799,33.42131617,1398,bin_133,0.004432167,0.003359567,-0.429331595
bin_180,Rhodobacterales,bin.180_00057,PF02769,"AIR synthase related protein, C-terminal domain",IPR010918,"PurM-like, C-terminal domain",-,NODE_386_length_106777_cov_64.330935_55,0.002986751,121.8082454,1043,bin_180,0.004432167,0.003359567,-0.430238854
bin_180,Rhodobacterales,bin.180_00057,PF00586,"AIR synthase related protein, N-terminal domain",IPR016188,"PurM-like, N-terminal domain",-,NODE_386_length_106777_cov_64.330935_55,0.002986751,121.8082454,1043,bin_180,0.004432167,0.003359567,-0.430238854
bin_133,Mycobacteriales,bin.133_02911,PF12697,Alpha/beta hydrolase family,IPR000073,Alpha/beta hydrolase fold-1,-,NODE_7283_length_22938_cov_12.398942_15,0.002985602,42.76641414,792,bin_133,0.004432167,0.003359567,-0.430580863
bin_184,Nevskiales,bin.184_00089,PF02508,"Rnf-Nqr subunit, membrane protein",IPR003667,NqrDE/RnfAE,GO:0016020,NODE_974_length_68849_cov_230.372838_20,0.002983851,359.6469622,609,bin_184,0.004432167,0.003359567,-0.431102061
bin_190,Nitriliruptorales,bin.190_01065,PF01791,DeoC/LacD family aldolase,IPR002915,DeoC/FbaB/LacD aldolase,GO:0016829,NODE_2752_length_41105_cov_49.592107_37,0.002970468,167.9554865,966,bin_190,0.004432167,0.003359567,-0.43508561
bin_221,Rhizobiales,bin.221_04037,PF01970,Tripartite tricarboxylate transporter TctA family,IPR002823,"Protein of unknown function DUF112, transmembrane",-,NODE_74953_length_5185_cov_11.924366_3,0.002968542,38.85864563,1521,bin_221,0.004432167,0.003359567,-0.435658898
bin_91,Gemmatimonadetes,bin.91_00621,PF03741,Integral membrane protein TerC family,IPR005496,Integral membrane protein TerC,GO:0016021,NODE_2857_length_40098_cov_30.211747_17,0.00296671,56.2994152,855,bin_91,0.004432167,0.003359567,-0.436204206
bin_175,Nitriliruptorales,bin.175_01471,PF12697,Alpha/beta hydrolase family,IPR000073,Alpha/beta hydrolase fold-1,-,NODE_3813_length_33984_cov_68.346665_9,0.002961039,207.528777,834,bin_175,0.004432167,0.003359567,-0.437892221
bin_214,Caulobacterales,bin.214_03100,PF07345,ATPase inhibitor subunit zeta,IPR009945,ATPase inhibitor subunit zeta,-,NODE_12887_length_15937_cov_14.366893_6,0.002960713,42.07098765,324,bin_214,0.004432167,0.003359567,-0.437989258
bin_39,Mycobacteriales,bin.39_02815,PF06243,Phenylacetic acid degradation B,IPR009359,Phenylacetic acid degradation B,-,NODE_4803_length_29531_cov_26.933505_25,0.002959183,92.26086957,299,bin_39,0.004432167,0.003359567,-0.438444673
bin_82,Rhodobacterales,bin.82_01432,PF06964,Alpha-L-arabinofuranosidase C-terminal domain,IPR010720,"Alpha-L-arabinofuranosidase, C-terminal",GO:0046373|GO:0046556,NODE_2725_length_41296_cov_8.091656_41,0.002952825,28.31345262,1509,bin_82,0.004432167,0.003359567,-0.440337179
bin_39,Mycobacteriales,bin.39_03781,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_11826_length_16813_cov_26.692326_10,0.002945794,68.20506329,1185,bin_39,0.004432167,0.003359567,-0.442430008
bin_39,Mycobacteriales,bin.39_03781,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_11826_length_16813_cov_26.692326_10,0.002945794,68.20506329,1185,bin_39,0.004432167,0.003359567,-0.442430008
bin_39,Mycobacteriales,bin.39_03781,PF13823,Alcohol dehydrogenase GroES-associated,IPR027399,Alcohol dehydrogenase GroES-associated,-,NODE_11826_length_16813_cov_26.692326_10,0.002945794,68.20506329,1185,bin_39,0.004432167,0.003359567,-0.442430008
bin_175,Nitriliruptorales,bin.175_01532,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_3905_length_33475_cov_73.347516_13,0.00294421,190.9753086,405,bin_175,0.004432167,0.003359567,-0.442901498
